age,job,marital,education,default,balance,housing,loan,contact,y
0_42,technician,divorced,tertiary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
43_64,self-employed,married,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,no,no,unknown,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,services,married,secondary,no,0_11587,no,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
43_64,admin.,married,secondary,no,0_11587,yes,no,unknown,no
43_64,services,married,secondary,no,0_11587,yes,no,cellular,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,no
43_64,services,divorced,secondary,no,0_11587,yes,no,telephone,no
43_64,management,married,tertiary,no,0_11587,no,yes,cellular,no
0_42,blue-collar,married,unknown,no,0_11587,yes,no,unknown,no
0_42,services,single,secondary,no,0_11587,no,no,telephone,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,retired,married,primary,no,0_11587,no,no,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,yes,unknown,no
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,single,secondary,no,0_11587,no,yes,cellular,no
0_42,technician,single,tertiary,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,no,no,telephone,no
43_64,management,married,unknown,no,0_11587,yes,no,telephone,no
43_64,management,divorced,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
43_64,admin.,single,secondary,no,0_11587,no,no,unknown,no
0_42,unemployed,single,tertiary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,divorced,unknown,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,technician,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,yes
43_64,admin.,divorced,unknown,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,divorced,secondary,no,0_11587,yes,no,unknown,no
65_max,retired,divorced,primary,no,0_11587,no,no,cellular,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,primary,yes,0_11587,yes,no,unknown,no
0_42,services,single,secondary,no,0_11587,yes,no,cellular,yes
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,no
65_max,retired,married,secondary,no,0_11587,no,no,telephone,no
43_64,admin.,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,student,single,tertiary,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,yes
0_42,entrepreneur,married,secondary,no,0_11587,no,yes,cellular,no
43_64,self-employed,married,secondary,no,0_11587,yes,yes,unknown,no
43_64,services,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,retired,single,secondary,no,0_11587,yes,no,unknown,yes
0_42,unknown,married,primary,no,0_11587,no,no,cellular,no
0_42,blue-collar,single,secondary,no,11588_26487,yes,no,unknown,no
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
43_64,retired,married,secondary,no,0_11587,no,no,telephone,yes
0_42,entrepreneur,married,tertiary,no,0_11587,yes,no,cellular,no
65_max,retired,married,tertiary,no,0_11587,no,no,cellular,yes
43_64,retired,married,primary,no,0_11587,no,yes,telephone,no
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,unknown,no
43_64,housemaid,divorced,primary,yes,0_11587,no,no,unknown,yes
43_64,unknown,married,unknown,no,0_11587,no,no,cellular,no
65_max,retired,married,primary,no,0_11587,no,no,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,divorced,primary,no,0_11587,yes,no,cellular,no
0_42,self-employed,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,yes,no,unknown,yes
43_64,admin.,married,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,yes,cellular,yes
43_64,self-employed,married,secondary,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,no,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,no
43_64,services,single,primary,no,0_11587,yes,no,unknown,yes
0_42,technician,married,tertiary,no,0_11587,no,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,yes,unknown,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,yes
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,unknown,no,0_11587,no,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,unknown,married,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,no,yes,cellular,yes
0_42,services,married,secondary,no,0_11587,yes,no,cellular,no
0_42,admin.,married,tertiary,no,0_11587,no,yes,cellular,no
43_64,services,divorced,secondary,no,0_11587,no,no,cellular,yes
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,cellular,yes
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
43_64,services,married,secondary,no,0_11587,yes,no,telephone,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,admin.,divorced,secondary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,unknown,no
0_42,blue-collar,single,secondary,no,0_11587,yes,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,no,no,cellular,no
0_42,self-employed,married,tertiary,no,0_11587,no,no,cellular,no
0_42,management,single,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,single,tertiary,no,26488_41387,yes,no,unknown,no
43_64,entrepreneur,married,primary,no,0_11587,yes,yes,unknown,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,yes
0_42,technician,married,secondary,no,0_11587,yes,no,unknown,no
0_42,entrepreneur,married,primary,no,0_11587,yes,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,unknown,single,tertiary,no,0_11587,no,no,telephone,no
0_42,admin.,single,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,no,yes,cellular,no
0_42,services,single,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,unemployed,single,secondary,no,0_11587,no,no,cellular,no
43_64,retired,married,tertiary,no,0_11587,no,yes,cellular,no
43_64,blue-collar,divorced,primary,no,0_11587,no,no,telephone,no
43_64,management,married,tertiary,no,0_11587,no,yes,unknown,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,unknown,yes
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,no
43_64,retired,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,admin.,divorced,secondary,no,0_11587,no,no,cellular,yes
0_42,admin.,married,secondary,no,0_11587,no,no,telephone,no
0_42,entrepreneur,single,secondary,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,yes,telephone,no
0_42,technician,single,secondary,yes,0_11587,no,no,unknown,no
43_64,admin.,divorced,secondary,no,0_11587,no,no,cellular,yes
43_64,technician,married,secondary,no,0_11587,yes,no,cellular,no
0_42,unemployed,single,secondary,no,0_11587,no,no,cellular,no
0_42,admin.,single,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,housemaid,married,primary,no,0_11587,yes,no,telephone,no
0_42,self-employed,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,unknown,married,unknown,no,0_11587,no,no,telephone,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,no
43_64,unemployed,married,secondary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,entrepreneur,married,primary,no,0_11587,yes,yes,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,yes,cellular,no
0_42,blue-collar,single,unknown,no,0_11587,yes,no,unknown,no
43_64,admin.,married,secondary,no,0_11587,no,no,cellular,no
43_64,technician,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,single,secondary,no,0_11587,no,no,cellular,no
0_42,management,single,secondary,no,0_11587,no,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,telephone,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,technician,married,secondary,no,0_11587,no,no,cellular,yes
0_42,blue-collar,single,secondary,no,0_11587,yes,no,unknown,no
43_64,management,divorced,tertiary,no,0_11587,yes,yes,telephone,yes
0_42,services,married,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,divorced,secondary,no,0_11587,yes,no,telephone,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,admin.,divorced,secondary,no,0_11587,no,no,cellular,no
43_64,self-employed,married,secondary,no,0_11587,yes,no,cellular,no
43_64,entrepreneur,married,secondary,no,0_11587,no,no,cellular,no
0_42,student,single,unknown,no,0_11587,no,no,cellular,no
0_42,management,married,tertiary,no,0_11587,no,yes,cellular,no
43_64,admin.,married,secondary,no,0_11587,yes,no,telephone,no
43_64,blue-collar,married,secondary,no,0_11587,no,no,telephone,no
43_64,entrepreneur,married,tertiary,no,0_11587,no,yes,cellular,no
0_42,services,single,unknown,no,0_11587,yes,no,cellular,no
0_42,self-employed,married,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,yes,cellular,no
0_42,management,single,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,services,married,secondary,no,0_11587,yes,no,unknown,no
0_42,entrepreneur,married,tertiary,no,0_11587,yes,yes,cellular,no
43_64,management,married,primary,no,0_11587,no,yes,unknown,no
0_42,student,single,tertiary,no,0_11587,no,no,cellular,yes
0_42,admin.,single,secondary,no,0_11587,yes,no,cellular,no
0_42,admin.,single,secondary,no,0_11587,yes,no,unknown,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,services,married,unknown,no,0_11587,no,yes,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
43_64,entrepreneur,married,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,divorced,unknown,no,0_11587,yes,no,unknown,no
43_64,unemployed,divorced,secondary,no,0_11587,yes,yes,cellular,no
43_64,entrepreneur,married,primary,no,0_11587,yes,no,unknown,no
43_64,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,technician,single,secondary,no,0_11587,yes,no,unknown,no
43_64,unknown,single,unknown,no,0_11587,no,no,telephone,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,telephone,no
43_64,management,divorced,unknown,no,0_11587,no,no,cellular,yes
0_42,blue-collar,single,primary,no,0_11587,yes,no,cellular,no
43_64,management,married,secondary,no,0_11587,yes,no,cellular,no
43_64,admin.,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,telephone,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,services,single,tertiary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,management,single,tertiary,no,0_11587,no,no,cellular,no
0_42,admin.,single,secondary,no,0_11587,yes,no,unknown,no
0_42,management,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
43_64,blue-collar,married,unknown,no,0_11587,no,no,cellular,no
65_max,retired,married,secondary,no,0_11587,no,no,cellular,no
0_42,self-employed,single,secondary,no,0_11587,yes,yes,unknown,no
43_64,services,married,secondary,no,0_11587,yes,no,cellular,no
43_64,unemployed,divorced,secondary,no,0_11587,yes,no,cellular,no
0_42,technician,single,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,no,yes,cellular,no
0_42,self-employed,single,tertiary,no,0_11587,yes,no,cellular,no
43_64,services,single,primary,no,0_11587,yes,no,cellular,no
0_42,student,married,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
43_64,admin.,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,married,unknown,no,11588_26487,no,no,cellular,no
43_64,management,single,tertiary,no,0_11587,yes,no,cellular,yes
43_64,services,married,secondary,no,0_11587,yes,yes,cellular,no
0_42,blue-collar,single,unknown,no,0_11587,no,no,unknown,no
43_64,management,divorced,tertiary,no,0_11587,no,yes,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
0_42,management,single,secondary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
43_64,management,divorced,tertiary,no,0_11587,no,no,cellular,yes
0_42,management,divorced,tertiary,no,0_11587,yes,yes,unknown,no
43_64,self-employed,married,primary,no,0_11587,yes,no,unknown,no
0_42,admin.,single,secondary,no,0_11587,yes,no,unknown,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,retired,married,primary,no,0_11587,no,no,cellular,no
43_64,management,married,tertiary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
0_42,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
43_64,self-employed,married,secondary,no,0_11587,yes,no,telephone,no
43_64,blue-collar,single,primary,yes,0_11587,no,yes,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,yes,cellular,no
43_64,technician,married,secondary,no,0_11587,no,no,unknown,no
0_42,services,married,secondary,no,0_11587,yes,no,cellular,no
43_64,technician,married,secondary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,technician,married,secondary,no,0_11587,yes,yes,cellular,no
43_64,blue-collar,married,secondary,no,0_11587,yes,no,unknown,no
0_42,management,divorced,tertiary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,married,secondary,no,0_11587,no,no,cellular,no
0_42,technician,married,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,no,no,cellular,no
43_64,unemployed,divorced,secondary,no,0_11587,no,no,cellular,no
0_42,blue-collar,married,secondary,no,0_11587,yes,no,cellular,no
43_64,retired,married,secondary,no,0_11587,no,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,unknown,no
0_42,self-employed,single,tertiary,no,0_11587,no,no,unknown,yes
0_42,entrepreneur,single,secondary,no,0_11587,yes,yes,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,unknown,no
0_42,blue-collar,single,secondary,no,0_11587,no,no,cellular,no
0_42,admin.,married,secondary,no,0_11587,yes,no,cellular,no
0_42,services,divorced,secondary,no,0_11587,yes,no,unknown,no
0_42,management,divorced,tertiary,no,0_11587,no,no,cellular,no
0_42,entrepreneur,married,secondary,no,0_11587,no,no,cellular,no
0_42,technician,single,tertiary,no,0_11587,yes,no,cellular,no
0_42,management,married,tertiary,no,0_11587,yes,no,cellular,no
43_64,unemployed,married,tertiary,no,0_11587,no,no,telephone,no
0_42,services,single,secondary,no,0_11587,no,no,cellular,no
0_42,admin.,divorced,secondary,no,0_11587,yes,no,cellular,no
43_64,blue-collar,married,primary,no,0_11587,yes,no,cellular,no
0_42,technician,single,secondary,no,0_11587,yes,no,unknown,no
